XEnd,YEnd,T,WalksToEndCount,XVisit,YVisit,VisitsToXYVisitCount,DwellVisitXYDuration,DwellVisitXYDurationCount,DwellVisitXYDurationProbabilityGivenVisit
0,-7,7,1,0,-7,1,0.5,1,1
0,-7,7,1,0,-6,1,1,1,1
0,-7,7,1,0,-5,1,1,1,1
0,-7,7,1,0,-4,1,1,1,1
0,-7,7,1,0,-3,1,1,1,1
0,-7,7,1,0,-2,1,1,1,1
0,-7,7,1,0,-1,1,1,1,1
0,-7,7,1,0,0,1,0.5,1,1
-1,-6,7,7,-1,-6,7,0.5,7,1
-1,-6,7,7,0,-6,1,1,1,1
-1,-6,7,7,-1,-5,6,1,6,1
-1,-6,7,7,0,-5,2,1,2,1
-1,-6,7,7,-1,-4,5,1,5,1
-1,-6,7,7,0,-4,3,1,3,1
-1,-6,7,7,-1,-3,4,1,4,1
-1,-6,7,7,0,-3,4,1,4,1
-1,-6,7,7,-1,-2,3,1,3,1
-1,-6,7,7,0,-2,5,1,5,1
-1,-6,7,7,-1,-1,2,1,2,1
-1,-6,7,7,0,-1,6,1,6,1
-1,-6,7,7,-1,0,1,1,1,1
-1,-6,7,7,0,0,7,0.5,7,1
0,-6,7,7,0,-6,7,0.5,6,0.857142857142857
0,-6,7,7,0,-6,7,1.5,1,0.142857142857143
0,-6,7,7,0,-5,7,1,6,0.857142857142857
0,-6,7,7,0,-5,7,2,1,0.142857142857143
0,-6,7,7,0,-4,7,1,6,0.857142857142857
0,-6,7,7,0,-4,7,2,1,0.142857142857143
0,-6,7,7,0,-3,7,1,6,0.857142857142857
0,-6,7,7,0,-3,7,2,1,0.142857142857143
0,-6,7,7,0,-2,7,1,6,0.857142857142857
0,-6,7,7,0,-2,7,2,1,0.142857142857143
0,-6,7,7,0,-1,7,1,6,0.857142857142857
0,-6,7,7,0,-1,7,2,1,0.142857142857143
0,-6,7,7,0,0,7,0.5,6,0.857142857142857
0,-6,7,7,0,0,7,1.5,1,0.142857142857143
1,-6,7,7,0,-6,1,1,1,1
1,-6,7,7,1,-6,7,0.5,7,1
1,-6,7,7,0,-5,2,1,2,1
1,-6,7,7,1,-5,6,1,6,1
1,-6,7,7,0,-4,3,1,3,1
1,-6,7,7,1,-4,5,1,5,1
1,-6,7,7,0,-3,4,1,4,1
1,-6,7,7,1,-3,4,1,4,1
1,-6,7,7,0,-2,5,1,5,1
1,-6,7,7,1,-2,3,1,3,1
1,-6,7,7,0,-1,6,1,6,1
1,-6,7,7,1,-1,2,1,2,1
1,-6,7,7,0,0,7,0.5,7,1
1,-6,7,7,1,0,1,1,1,1
-2,-5,7,21,-2,-5,21,0.5,21,1
-2,-5,7,21,-1,-5,6,1,6,1
-2,-5,7,21,0,-5,1,1,1,1
-2,-5,7,21,-2,-4,15,1,15,1
-2,-5,7,21,-1,-4,10,1,10,1
-2,-5,7,21,0,-4,3,1,3,1
-2,-5,7,21,-2,-3,10,1,10,1
-2,-5,7,21,-1,-3,12,1,12,1
-2,-5,7,21,0,-3,6,1,6,1
-2,-5,7,21,-2,-2,6,1,6,1
-2,-5,7,21,-1,-2,12,1,12,1
-2,-5,7,21,0,-2,10,1,10,1
-2,-5,7,21,-2,-1,3,1,3,1
-2,-5,7,21,-1,-1,10,1,10,1
-2,-5,7,21,0,-1,15,1,15,1
-2,-5,7,21,-2,0,1,1,1,1
-2,-5,7,21,-1,0,6,1,6,1
-2,-5,7,21,0,0,21,0.5,21,1
-1,-5,7,42,-1,-5,42,0.5,36,0.857142857142857
-1,-5,7,42,-1,-5,42,1.5,6,0.142857142857143
-1,-5,7,42,0,-5,7,1,6,0.857142857142857
-1,-5,7,42,0,-5,7,2,1,0.142857142857143
-1,-5,7,42,-1,-4,35,1,30,0.857142857142857
-1,-5,7,42,-1,-4,35,2,5,0.142857142857143
-1,-5,7,42,0,-4,14,1,12,0.857142857142857
-1,-5,7,42,0,-4,14,2,2,0.142857142857143
-1,-5,7,42,-1,-3,28,1,24,0.857142857142857
-1,-5,7,42,-1,-3,28,2,4,0.142857142857143
-1,-5,7,42,0,-3,21,1,18,0.857142857142857
-1,-5,7,42,0,-3,21,2,3,0.142857142857143
-1,-5,7,42,-1,-2,21,1,18,0.857142857142857
-1,-5,7,42,-1,-2,21,2,3,0.142857142857143
-1,-5,7,42,0,-2,28,1,24,0.857142857142857
-1,-5,7,42,0,-2,28,2,4,0.142857142857143
-1,-5,7,42,-1,-1,14,1,12,0.857142857142857
-1,-5,7,42,-1,-1,14,2,2,0.142857142857143
-1,-5,7,42,0,-1,35,1,30,0.857142857142857
-1,-5,7,42,0,-1,35,2,5,0.142857142857143
-1,-5,7,42,-1,0,7,1,6,0.857142857142857
-1,-5,7,42,-1,0,7,2,1,0.142857142857143
-1,-5,7,42,0,0,42,0.5,36,0.857142857142857
-1,-5,7,42,0,0,42,1.5,6,0.142857142857143
0,-5,7,70,0,-6,1,1,1,1
0,-5,7,70,-1,-5,6,1,6,1
0,-5,7,70,0,-5,70,0.5,60,0.857142857142857
0,-5,7,70,0,-5,70,1.5,9,0.128571428571429
0,-5,7,70,0,-5,70,2.5,1,0.0142857142857143
0,-5,7,70,1,-5,6,1,6,1
0,-5,7,70,-1,-4,10,1,10,1
0,-5,7,70,0,-4,62,1,52,0.838709677419355
0,-5,7,70,0,-4,62,2,9,0.145161290322581
0,-5,7,70,0,-4,62,3,1,0.0161290322580645
0,-5,7,70,1,-4,10,1,10,1
0,-5,7,70,-1,-3,12,1,12,1
0,-5,7,70,0,-3,58,1,48,0.827586206896552
0,-5,7,70,0,-3,58,2,9,0.155172413793103
0,-5,7,70,0,-3,58,3,1,0.0172413793103448
0,-5,7,70,1,-3,12,1,12,1
0,-5,7,70,-1,-2,12,1,12,1
0,-5,7,70,0,-2,58,1,48,0.827586206896552
0,-5,7,70,0,-2,58,2,9,0.155172413793103
0,-5,7,70,0,-2,58,3,1,0.0172413793103448
0,-5,7,70,1,-2,12,1,12,1
0,-5,7,70,-1,-1,10,1,10,1
0,-5,7,70,0,-1,62,1,52,0.838709677419355
0,-5,7,70,0,-1,62,2,9,0.145161290322581
0,-5,7,70,0,-1,62,3,1,0.0161290322580645
0,-5,7,70,1,-1,10,1,10,1
0,-5,7,70,-1,0,6,1,6,1
0,-5,7,70,0,0,70,0.5,60,0.857142857142857
0,-5,7,70,0,0,70,1.5,9,0.128571428571429
0,-5,7,70,0,0,70,2.5,1,0.0142857142857143
0,-5,7,70,1,0,6,1,6,1
0,-5,7,70,0,1,1,1,1,1
1,-5,7,42,0,-5,7,1,6,0.857142857142857
1,-5,7,42,0,-5,7,2,1,0.142857142857143
1,-5,7,42,1,-5,42,0.5,36,0.857142857142857
1,-5,7,42,1,-5,42,1.5,6,0.142857142857143
1,-5,7,42,0,-4,14,1,12,0.857142857142857
1,-5,7,42,0,-4,14,2,2,0.142857142857143
1,-5,7,42,1,-4,35,1,30,0.857142857142857
1,-5,7,42,1,-4,35,2,5,0.142857142857143
1,-5,7,42,0,-3,21,1,18,0.857142857142857
1,-5,7,42,0,-3,21,2,3,0.142857142857143
1,-5,7,42,1,-3,28,1,24,0.857142857142857
1,-5,7,42,1,-3,28,2,4,0.142857142857143
1,-5,7,42,0,-2,28,1,24,0.857142857142857
1,-5,7,42,0,-2,28,2,4,0.142857142857143
1,-5,7,42,1,-2,21,1,18,0.857142857142857
1,-5,7,42,1,-2,21,2,3,0.142857142857143
1,-5,7,42,0,-1,35,1,30,0.857142857142857
1,-5,7,42,0,-1,35,2,5,0.142857142857143
1,-5,7,42,1,-1,14,1,12,0.857142857142857
1,-5,7,42,1,-1,14,2,2,0.142857142857143
1,-5,7,42,0,0,42,0.5,36,0.857142857142857
1,-5,7,42,0,0,42,1.5,6,0.142857142857143
1,-5,7,42,1,0,7,1,6,0.857142857142857
1,-5,7,42,1,0,7,2,1,0.142857142857143
2,-5,7,21,0,-5,1,1,1,1
2,-5,7,21,1,-5,6,1,6,1
2,-5,7,21,2,-5,21,0.5,21,1
2,-5,7,21,0,-4,3,1,3,1
2,-5,7,21,1,-4,10,1,10,1
2,-5,7,21,2,-4,15,1,15,1
2,-5,7,21,0,-3,6,1,6,1
2,-5,7,21,1,-3,12,1,12,1
2,-5,7,21,2,-3,10,1,10,1
2,-5,7,21,0,-2,10,1,10,1
2,-5,7,21,1,-2,12,1,12,1
2,-5,7,21,2,-2,6,1,6,1
2,-5,7,21,0,-1,15,1,15,1
2,-5,7,21,1,-1,10,1,10,1
2,-5,7,21,2,-1,3,1,3,1
2,-5,7,21,0,0,21,0.5,21,1
2,-5,7,21,1,0,6,1,6,1
2,-5,7,21,2,0,1,1,1,1
-3,-4,7,35,-3,-4,35,0.5,35,1
-3,-4,7,35,-2,-4,15,1,15,1
-3,-4,7,35,-1,-4,5,1,5,1
-3,-4,7,35,0,-4,1,1,1,1
-3,-4,7,35,-3,-3,20,1,20,1
-3,-4,7,35,-2,-3,20,1,20,1
-3,-4,7,35,-1,-3,12,1,12,1
-3,-4,7,35,0,-3,4,1,4,1
-3,-4,7,35,-3,-2,10,1,10,1
-3,-4,7,35,-2,-2,18,1,18,1
-3,-4,7,35,-1,-2,18,1,18,1
-3,-4,7,35,0,-2,10,1,10,1
-3,-4,7,35,-3,-1,4,1,4,1
-3,-4,7,35,-2,-1,12,1,12,1
-3,-4,7,35,-1,-1,20,1,20,1
-3,-4,7,35,0,-1,20,1,20,1
-3,-4,7,35,-3,0,1,1,1,1
-3,-4,7,35,-2,0,5,1,5,1
-3,-4,7,35,-1,0,15,1,15,1
-3,-4,7,35,0,0,35,0.5,35,1
-2,-4,7,105,-2,-4,105,0.5,90,0.857142857142857
-2,-4,7,105,-2,-4,105,1.5,15,0.142857142857143
-2,-4,7,105,-1,-4,35,1,30,0.857142857142857
-2,-4,7,105,-1,-4,35,2,5,0.142857142857143
-2,-4,7,105,0,-4,7,1,6,0.857142857142857
-2,-4,7,105,0,-4,7,2,1,0.142857142857143
-2,-4,7,105,-2,-3,70,1,60,0.857142857142857
-2,-4,7,105,-2,-3,70,2,10,0.142857142857143
-2,-4,7,105,-1,-3,56,1,48,0.857142857142857
-2,-4,7,105,-1,-3,56,2,8,0.142857142857143
-2,-4,7,105,0,-3,21,1,18,0.857142857142857
-2,-4,7,105,0,-3,21,2,3,0.142857142857143
-2,-4,7,105,-2,-2,42,1,36,0.857142857142857
-2,-4,7,105,-2,-2,42,2,6,0.142857142857143
-2,-4,7,105,-1,-2,63,1,54,0.857142857142857
-2,-4,7,105,-1,-2,63,2,9,0.142857142857143
-2,-4,7,105,0,-2,42,1,36,0.857142857142857
-2,-4,7,105,0,-2,42,2,6,0.142857142857143
-2,-4,7,105,-2,-1,21,1,18,0.857142857142857
-2,-4,7,105,-2,-1,21,2,3,0.142857142857143
-2,-4,7,105,-1,-1,56,1,48,0.857142857142857
-2,-4,7,105,-1,-1,56,2,8,0.142857142857143
-2,-4,7,105,0,-1,70,1,60,0.857142857142857
-2,-4,7,105,0,-1,70,2,10,0.142857142857143
-2,-4,7,105,-2,0,7,1,6,0.857142857142857
-2,-4,7,105,-2,0,7,2,1,0.142857142857143
-2,-4,7,105,-1,0,35,1,30,0.857142857142857
-2,-4,7,105,-1,0,35,2,5,0.142857142857143
-2,-4,7,105,0,0,105,0.5,90,0.857142857142857
-2,-4,7,105,0,0,105,1.5,15,0.142857142857143
-1,-4,7,252,-1,-5,6,1,6,1
-1,-4,7,252,0,-5,2,1,2,1
-1,-4,7,252,-2,-4,15,1,15,1
-1,-4,7,252,-1,-4,252,0.5,202,0.801587301587302
-1,-4,7,252,-1,-4,252,1.5,45,0.178571428571429
-1,-4,7,252,-1,-4,252,2.5,5,0.0198412698412698
-1,-4,7,252,0,-4,62,1,52,0.838709677419355
-1,-4,7,252,0,-4,62,2,9,0.145161290322581
