XEnd,YEnd,T,WalksToEndCount,XVisit,YVisit,VisitsToXYVisitCount,VisitToXYVisitProbability
0,-7,7,1,0,-7,1,1
0,-7,7,1,0,-6,1,1
0,-7,7,1,0,-5,1,1
0,-7,7,1,0,-4,1,1
0,-7,7,1,0,-3,1,1
0,-7,7,1,0,-2,1,1
0,-7,7,1,0,-1,1,1
0,-7,7,1,0,0,1,1
-1,-6,7,7,-1,-6,7,1
-1,-6,7,7,0,-6,1,0.142857142857143
-1,-6,7,7,-1,-5,6,0.857142857142857
-1,-6,7,7,0,-5,2,0.285714285714286
-1,-6,7,7,-1,-4,5,0.714285714285714
-1,-6,7,7,0,-4,3,0.428571428571429
-1,-6,7,7,-1,-3,4,0.571428571428571
-1,-6,7,7,0,-3,4,0.571428571428571
-1,-6,7,7,-1,-2,3,0.428571428571429
-1,-6,7,7,0,-2,5,0.714285714285714
-1,-6,7,7,-1,-1,2,0.285714285714286
-1,-6,7,7,0,-1,6,0.857142857142857
-1,-6,7,7,-1,0,1,0.142857142857143
-1,-6,7,7,0,0,7,1
0,-6,7,7,0,-6,7,1
0,-6,7,7,0,-5,7,1
0,-6,7,7,0,-4,7,1
0,-6,7,7,0,-3,7,1
0,-6,7,7,0,-2,7,1
0,-6,7,7,0,-1,7,1
0,-6,7,7,0,0,7,1
1,-6,7,7,0,-6,1,0.142857142857143
1,-6,7,7,1,-6,7,1
1,-6,7,7,0,-5,2,0.285714285714286
1,-6,7,7,1,-5,6,0.857142857142857
1,-6,7,7,0,-4,3,0.428571428571429
1,-6,7,7,1,-4,5,0.714285714285714
1,-6,7,7,0,-3,4,0.571428571428571
1,-6,7,7,1,-3,4,0.571428571428571
1,-6,7,7,0,-2,5,0.714285714285714
1,-6,7,7,1,-2,3,0.428571428571429
1,-6,7,7,0,-1,6,0.857142857142857
1,-6,7,7,1,-1,2,0.285714285714286
1,-6,7,7,0,0,7,1
1,-6,7,7,1,0,1,0.142857142857143
-2,-5,7,21,-2,-5,21,1
-2,-5,7,21,-1,-5,6,0.285714285714286
-2,-5,7,21,0,-5,1,0.0476190476190476
-2,-5,7,21,-2,-4,15,0.714285714285714
-2,-5,7,21,-1,-4,10,0.476190476190476
-2,-5,7,21,0,-4,3,0.142857142857143
-2,-5,7,21,-2,-3,10,0.476190476190476
-2,-5,7,21,-1,-3,12,0.571428571428571
-2,-5,7,21,0,-3,6,0.285714285714286
-2,-5,7,21,-2,-2,6,0.285714285714286
-2,-5,7,21,-1,-2,12,0.571428571428571
-2,-5,7,21,0,-2,10,0.476190476190476
-2,-5,7,21,-2,-1,3,0.142857142857143
