XEnd,YEnd,T,WalksToEndCount,XVisit,YVisit,VisitsToXYVisitCount,DwellVisitXYDuration,DwellVisitXYDurationCount,DwellVisitXYDurationProbabilityGivenVisit
-5,-3,11,32340,-5,-4,1386,1,1260,0.909090909090909
-5,-3,11,32340,-5,-4,1386,2,126,0.0909090909090909
-5,-3,11,32340,-4,-4,1540,1,1400,0.909090909090909
-5,-3,11,32340,-4,-4,1540,2,140,0.0909090909090909
-5,-3,11,32340,-3,-4,1155,1,1050,0.909090909090909
-5,-3,11,32340,-3,-4,1155,2,105,0.0909090909090909
-5,-3,11,32340,-2,-4,660,1,600,0.909090909090909
-5,-3,11,32340,-2,-4,660,2,60,0.0909090909090909
-5,-3,11,32340,-1,-4,275,1,250,0.909090909090909
-5,-3,11,32340,-1,-4,275,2,25,0.0909090909090909
-5,-3,11,32340,0,-4,66,1,60,0.909090909090909
-5,-3,11,32340,0,-4,66,2,6,0.0909090909090909
-5,-3,11,32340,-6,-3,924,1,840,0.909090909090909
-5,-3,11,32340,-6,-3,924,2,84,0.0909090909090909
-5,-3,11,32340,-5,-3,32340,0.5,25480,0.787878787878788
-5,-3,11,32340,-5,-3,32340,1.5,5908,0.182683982683983
-5,-3,11,32340,-5,-3,32340,2.5,896,0.0277056277056277
-5,-3,11,32340,-5,-3,32340,3.5,56,0.00173160173160173
-5,-3,11,32340,-4,-3,20174,1,15890,0.78764746703678
-5,-3,11,32340,-4,-3,20174,2,3689,0.182859125607217
-5,-3,11,32340,-4,-3,20174,3,560,0.0277585010409438
-5,-3,11,32340,-4,-3,20174,4,35,0.00173490631505899
-5,-3,11,32340,-3,-3,12100,1,9600,0.793388429752066
-5,-3,11,32340,-3,-3,12100,2,2160,0.178512396694215
-5,-3,11,32340,-3,-3,12100,3,320,0.0264462809917355
-5,-3,11,32340,-3,-3,12100,4,20,0.00165289256198347
-5,-3,11,32340,-2,-3,6655,1,5350,0.803906836964688
-5,-3,11,32340,-2,-3,6655,2,1135,0.170548459804658
-5,-3,11,32340,-2,-3,6655,3,160,0.0240420736288505
-5,-3,11,32340,-2,-3,6655,4,10,0.00150262960180316
-5,-3,11,32340,-1,-3,3058,1,2500,0.817527795945062
-5,-3,11,32340,-1,-3,3058,2,490,0.160235448005232
-5,-3,11,32340,-1,-3,3058,3,64,0.0209287115761936
-5,-3,11,32340,-1,-3,3058,4,4,0.0013080444735121
-5,-3,11,32340,0,-3,935,1,780,0.834224598930481
-5,-3,11,32340,0,-3,935,2,138,0.147593582887701
-5,-3,11,32340,0,-3,935,3,16,0.0171122994652406
-5,-3,11,32340,0,-3,935,4,1,0.00106951871657754
-5,-3,11,32340,1,-3,44,1,40,0.909090909090909
-5,-3,11,32340,1,-3,44,2,4,0.0909090909090909
-5,-3,11,32340,-6,-2,616,1,560,0.909090909090909
-5,-3,11,32340,-6,-2,616,2,56,0.0909090909090909
-5,-3,11,32340,-5,-2,12936,1,10290,0.795454545454545
-5,-3,11,32340,-5,-2,12936,2,2289,0.176948051948052
-5,-3,11,32340,-5,-2,12936,3,336,0.025974025974026
-5,-3,11,32340,-5,-2,12936,4,21,0.00162337662337662
-5,-3,11,32340,-4,-2,17446,1,13760,0.788719477244067
-5,-3,11,32340,-4,-2,17446,2,3176,0.182047460735985
-5,-3,11,32340,-4,-2,17446,3,480,0.027513470136421
-5,-3,11,32340,-4,-2,17446,4,30,0.00171959188352631
-5,-3,11,32340,-3,-2,17215,1,13550,0.787104269532385
-5,-3,11,32340,-3,-2,17215,2,3155,0.183270403717688
-5,-3,11,32340,-3,-2,17215,3,480,0.0278826604705199
-5,-3,11,32340,-3,-2,17215,4,30,0.00174266627940749
-5,-3,11,32340,-2,-2,14124,1,11160,0.790144435004248
-5,-3,11,32340,-2,-2,14124,2,2556,0.180968564146134
-5,-3,11,32340,-2,-2,14124,3,384,0.0271877655055225
-5,-3,11,32340,-2,-2,14124,4,24,0.00169923534409516
-5,-3,11,32340,-1,-2,9416,1,7510,0.797578589634664
-5,-3,11,32340,-1,-2,9416,2,1651,0.175339847068819
-5,-3,11,32340,-1,-2,9416,3,240,0.0254885301614274
-5,-3,11,32340,-1,-2,9416,4,15,0.00159303313508921
-5,-3,11,32340,0,-2,4246,1,3440,0.810174281676872
-5,-3,11,32340,0,-2,4246,2,704,0.16580310880829
-5,-3,11,32340,0,-2,4246,3,96,0.0226095148374941
-5,-3,11,32340,0,-2,4246,4,6,0.00141309467734338
-5,-3,11,32340,1,-2,231,1,210,0.909090909090909
-5,-3,11,32340,1,-2,231,2,21,0.0909090909090909
-5,-3,11,32340,-6,-1,231,1,210,0.909090909090909
-5,-3,11,32340,-6,-1,231,2,21,0.0909090909090909
-5,-3,11,32340,-5,-1,4246,1,3440,0.810174281676872
-5,-3,11,32340,-5,-1,4246,2,704,0.16580310880829
-5,-3,11,32340,-5,-1,4246,3,96,0.0226095148374941
-5,-3,11,32340,-5,-1,4246,4,6,0.00141309467734338
-5,-3,11,32340,-4,-1,9416,1,7510,0.797578589634664
-5,-3,11,32340,-4,-1,9416,2,1651,0.175339847068819
-5,-3,11,32340,-4,-1,9416,3,240,0.0254885301614274
-5,-3,11,32340,-4,-1,9416,4,15,0.00159303313508921
-5,-3,11,32340,-3,-1,14124,1,11160,0.790144435004248
-5,-3,11,32340,-3,-1,14124,2,2556,0.180968564146134
-5,-3,11,32340,-3,-1,14124,3,384,0.0271877655055225
-5,-3,11,32340,-3,-1,14124,4,24,0.00169923534409516
-5,-3,11,32340,-2,-1,17215,1,13550,0.787104269532385
-5,-3,11,32340,-2,-1,17215,2,3155,0.183270403717688
-5,-3,11,32340,-2,-1,17215,3,480,0.0278826604705199
-5,-3,11,32340,-2,-1,17215,4,30,0.00174266627940749
-5,-3,11,32340,-1,-1,17446,1,13760,0.788719477244067
-5,-3,11,32340,-1,-1,17446,2,3176,0.182047460735985
-5,-3,11,32340,-1,-1,17446,3,480,0.027513470136421
-5,-3,11,32340,-1,-1,17446,4,30,0.00171959188352631
-5,-3,11,32340,0,-1,12936,1,10290,0.795454545454545
-5,-3,11,32340,0,-1,12936,2,2289,0.176948051948052
-5,-3,11,32340,0,-1,12936,3,336,0.025974025974026
-5,-3,11,32340,0,-1,12936,4,21,0.00162337662337662
-5,-3,11,32340,1,-1,616,1,560,0.909090909090909
-5,-3,11,32340,1,-1,616,2,56,0.0909090909090909
-5,-3,11,32340,-6,0,44,1,40,0.909090909090909
-5,-3,11,32340,-6,0,44,2,4,0.0909090909090909
-5,-3,11,32340,-5,0,935,1,780,0.834224598930481
-5,-3,11,32340,-5,0,935,2,138,0.147593582887701
-5,-3,11,32340,-5,0,935,3,16,0.0171122994652406
-5,-3,11,32340,-5,0,935,4,1,0.00106951871657754
-5,-3,11,32340,-4,0,3058,1,2500,0.817527795945062
-5,-3,11,32340,-4,0,3058,2,490,0.160235448005232
-5,-3,11,32340,-4,0,3058,3,64,0.0209287115761936
-5,-3,11,32340,-4,0,3058,4,4,0.0013080444735121
-5,-3,11,32340,-3,0,6655,1,5350,0.803906836964688
-5,-3,11,32340,-3,0,6655,2,1135,0.170548459804658
-5,-3,11,32340,-3,0,6655,3,160,0.0240420736288505
-5,-3,11,32340,-3,0,6655,4,10,0.00150262960180316
-5,-3,11,32340,-2,0,12100,1,9600,0.793388429752066
-5,-3,11,32340,-2,0,12100,2,2160,0.178512396694215
-5,-3,11,32340,-2,0,12100,3,320,0.0264462809917355
-5,-3,11,32340,-2,0,12100,4,20,0.00165289256198347
-5,-3,11,32340,-1,0,20174,1,15890,0.78764746703678
-5,-3,11,32340,-1,0,20174,2,3689,0.182859125607217
-5,-3,11,32340,-1,0,20174,3,560,0.0277585010409438
-5,-3,11,32340,-1,0,20174,4,35,0.00173490631505899
-5,-3,11,32340,0,0,32340,0.5,25480,0.787878787878788
-5,-3,11,32340,0,0,32340,1.5,5908,0.182683982683983
-5,-3,11,32340,0,0,32340,2.5,896,0.0277056277056277
-5,-3,11,32340,0,0,32340,3.5,56,0.00173160173160173
-5,-3,11,32340,1,0,924,1,840,0.909090909090909
-5,-3,11,32340,1,0,924,2,84,0.0909090909090909
-5,-3,11,32340,-5,1,66,1,60,0.909090909090909
-5,-3,11,32340,-5,1,66,2,6,0.0909090909090909
-5,-3,11,32340,-4,1,275,1,250,0.909090909090909
-5,-3,11,32340,-4,1,275,2,25,0.0909090909090909
-5,-3,11,32340,-3,1,660,1,600,0.909090909090909
-5,-3,11,32340,-3,1,660,2,60,0.0909090909090909
-5,-3,11,32340,-2,1,1155,1,1050,0.909090909090909
-5,-3,11,32340,-2,1,1155,2,105,0.0909090909090909
-5,-3,11,32340,-1,1,1540,1,1400,0.909090909090909
-5,-3,11,32340,-1,1,1540,2,140,0.0909090909090909
-5,-3,11,32340,0,1,1386,1,1260,0.909090909090909
-5,-3,11,32340,0,1,1386,2,126,0.0909090909090909
0,-6,11,33297,0,-8,11,1,10,0.909090909090909
0,-6,11,33297,0,-8,11,2,1,0.0909090909090909
0,-6,11,33297,-1,-7,176,1,160,0.909090909090909
0,-6,11,33297,-1,-7,176,2,16,0.0909090909090909
0,-6,11,33297,0,-7,1111,1,940,0.846084608460846
0,-6,11,33297,0,-7,1111,2,154,0.138613861386139
0,-6,11,33297,0,-7,1111,3,16,0.0144014401440144
0,-6,11,33297,0,-7,1111,4,1,0.0009000900090009
0,-6,11,33297,1,-7,176,1,160,0.909090909090909
0,-6,11,33297,1,-7,176,2,16,0.0909090909090909
0,-6,11,33297,-2,-6,308,1,280,0.909090909090909
0,-6,11,33297,-2,-6,308,2,28,0.0909090909090909
0,-6,11,33297,-1,-6,5104,1,4150,0.813087774294671
0,-6,11,33297,-1,-6,5104,2,835,0.163597178683386
0,-6,11,33297,-1,-6,5104,3,112,0.0219435736677116
0,-6,11,33297,-1,-6,5104,4,7,0.00137147335423197
0,-6,11,33297,0,-6,33297,0.5,24942,0.749076493377782
0,-6,11,33297,0,-6,33297,1.5,6711,0.201549689161186
0,-6,11,33297,0,-6,33297,2.5,1408,0.0422860918401057
0,-6,11,33297,0,-6,33297,3.5,213,0.00639697270024327
0,-6,11,33297,0,-6,33297,4.5,22,0.000660720185001652
0,-6,11,33297,0,-6,33297,5.5,1,3.00327356818933E-05
0,-6,11,33297,1,-6,5104,1,4150,0.813087774294671
0,-6,11,33297,1,-6,5104,2,835,0.163597178683386
0,-6,11,33297,1,-6,5104,3,112,0.0219435736677116
0,-6,11,33297,1,-6,5104,4,7,0.00137147335423197
0,-6,11,33297,2,-6,308,1,280,0.909090909090909
0,-6,11,33297,2,-6,308,2,28,0.0909090909090909
0,-6,11,33297,-2,-5,693,1,630,0.909090909090909
0,-6,11,33297,-2,-5,693,2,63,0.0909090909090909
0,-6,11,33297,-1,-5,7964,1,6400,0.803616273229533
0,-6,11,33297,-1,-5,7964,2,1360,0.170768458061276
0,-6,11,33297,-1,-5,7964,3,192,0.024108488196886
0,-6,11,33297,-1,-5,7964,4,12,0.00150678051230537
0,-6,11,33297,0,-5,26807,1,19742,0.736449434849107
0,-6,11,33297,0,-5,26807,2,5591,0.208564927071287
0,-6,11,33297,0,-5,26807,3,1248,0.0465550042899243
0,-6,11,33297,0,-5,26807,4,203,0.00757264893497967
0,-6,11,33297,0,-5,26807,5,22,0.000820681165367255
0,-6,11,33297,0,-5,26807,6,1,3.73036893348752E-05
0,-6,11,33297,1,-5,7964,1,6400,0.803616273229533
0,-6,11,33297,1,-5,7964,2,1360,0.170768458061276
0,-6,11,33297,1,-5,7964,3,192,0.024108488196886
0,-6,11,33297,1,-5,7964,4,12,0.00150678051230537
0,-6,11,33297,2,-5,693,1,630,0.909090909090909
0,-6,11,33297,2,-5,693,2,63,0.0909090909090909
0,-6,11,33297,-2,-4,990,1,900,0.909090909090909
0,-6,11,33297,-2,-4,990,2,90,0.0909090909090909
0,-6,11,33297,-1,-4,9416,1,7510,0.797578589634664
0,-6,11,33297,-1,-4,9416,2,1651,0.175339847068819
0,-6,11,33297,-1,-4,9416,3,240,0.0254885301614274
0,-6,11,33297,-1,-4,9416,4,15,0.00159303313508921
0,-6,11,33297,0,-4,23309,1,16982,0.728559783774508
0,-6,11,33297,0,-4,23309,2,4955,0.212578832210734
0,-6,11,33297,0,-4,23309,3,1152,0.0494229696683684
0,-6,11,33297,0,-4,23309,4,197,0.00845167102835814
0,-6,11,33297,0,-4,23309,5,22,0.000943841434638981
0,-6,11,33297,0,-4,23309,6,1,4.29018833926809E-05
0,-6,11,33297,1,-4,9416,1,7510,0.797578589634664
0,-6,11,33297,1,-4,9416,2,1651,0.175339847068819
0,-6,11,33297,1,-4,9416,3,240,0.0254885301614274
0,-6,11,33297,1,-4,9416,4,15,0.00159303313508921
0,-6,11,33297,2,-4,990,1,900,0.909090909090909
0,-6,11,33297,2,-4,990,2,90,0.0909090909090909
0,-6,11,33297,-2,-3,1100,1,1000,0.909090909090909
0,-6,11,33297,-2,-3,1100,2,100,0.0909090909090909
0,-6,11,33297,-1,-3,9856,1,7840,0.795454545454545
0,-6,11,33297,-1,-3,9856,2,1744,0.176948051948052
0,-6,11,33297,-1,-3,9856,3,256,0.025974025974026
0,-6,11,33297,-1,-3,9856,4,16,0.00162337662337662
0,-6,11,33297,0,-3,22209,1,16122,0.725921923544509
0,-6,11,33297,0,-3,22209,2,4749,0.213832230176955
0,-6,11,33297,0,-3,22209,3,1120,0.0504300058534828
0,-6,11,33297,0,-3,22209,4,195,0.00878022423341888
0,-6,11,33297,0,-3,22209,5,22,0.000990589400693413
0,-6,11,33297,0,-3,22209,6,1,4.50267909406097E-05
0,-6,11,33297,1,-3,9856,1,7840,0.795454545454545
0,-6,11,33297,1,-3,9856,2,1744,0.176948051948052
0,-6,11,33297,1,-3,9856,3,256,0.025974025974026
0,-6,11,33297,1,-3,9856,4,16,0.00162337662337662
0,-6,11,33297,2,-3,1100,1,1000,0.909090909090909
0,-6,11,33297,2,-3,1100,2,100,0.0909090909090909
0,-6,11,33297,-2,-2,990,1,900,0.909090909090909
0,-6,11,33297,-2,-2,990,2,90,0.0909090909090909
0,-6,11,33297,-1,-2,9416,1,7510,0.797578589634664
0,-6,11,33297,-1,-2,9416,2,1651,0.175339847068819
0,-6,11,33297,-1,-2,9416,3,240,0.0254885301614274
0,-6,11,33297,-1,-2,9416,4,15,0.00159303313508921
0,-6,11,33297,0,-2,23309,1,16982,0.728559783774508
0,-6,11,33297,0,-2,23309,2,4955,0.212578832210734
0,-6,11,33297,0,-2,23309,3,1152,0.0494229696683684
0,-6,11,33297,0,-2,23309,4,197,0.00845167102835814
0,-6,11,33297,0,-2,23309,5,22,0.000943841434638981
0,-6,11,33297,0,-2,23309,6,1,4.29018833926809E-05
0,-6,11,33297,1,-2,9416,1,7510,0.797578589634664
0,-6,11,33297,1,-2,9416,2,1651,0.175339847068819
0,-6,11,33297,1,-2,9416,3,240,0.0254885301614274
0,-6,11,33297,1,-2,9416,4,15,0.00159303313508921
0,-6,11,33297,2,-2,990,1,900,0.909090909090909
0,-6,11,33297,2,-2,990,2,90,0.0909090909090909
0,-6,11,33297,-2,-1,693,1,630,0.909090909090909
0,-6,11,33297,-2,-1,693,2,63,0.0909090909090909
0,-6,11,33297,-1,-1,7964,1,6400,0.803616273229533
0,-6,11,33297,-1,-1,7964,2,1360,0.170768458061276
0,-6,11,33297,-1,-1,7964,3,192,0.024108488196886
0,-6,11,33297,-1,-1,7964,4,12,0.00150678051230537
0,-6,11,33297,0,-1,26807,1,19742,0.736449434849107
0,-6,11,33297,0,-1,26807,2,5591,0.208564927071287
0,-6,11,33297,0,-1,26807,3,1248,0.0465550042899243
0,-6,11,33297,0,-1,26807,4,203,0.00757264893497967
0,-6,11,33297,0,-1,26807,5,22,0.000820681165367255
0,-6,11,33297,0,-1,26807,6,1,3.73036893348752E-05
0,-6,11,33297,1,-1,7964,1,6400,0.803616273229533
0,-6,11,33297,1,-1,7964,2,1360,0.170768458061276
0,-6,11,33297,1,-1,7964,3,192,0.024108488196886
0,-6,11,33297,1,-1,7964,4,12,0.00150678051230537
0,-6,11,33297,2,-1,693,1,630,0.909090909090909
0,-6,11,33297,2,-1,693,2,63,0.0909090909090909
0,-6,11,33297,-2,0,308,1,280,0.909090909090909
0,-6,11,33297,-2,0,308,2,28,0.0909090909090909
0,-6,11,33297,-1,0,5104,1,4150,0.813087774294671
0,-6,11,33297,-1,0,5104,2,835,0.163597178683386
0,-6,11,33297,-1,0,5104,3,112,0.0219435736677116
0,-6,11,33297,-1,0,5104,4,7,0.00137147335423197
