XEnd,YEnd,T,WalksToEndCount,XVisit,YVisit,VisitsToXYVisitCount,VisitToXYVisitProbability
0,10,14,22386,0,-2,1,4.46707763780935E-05
0,10,14,22386,-1,-1,24,0.00107209863307424
0,10,14,22386,0,-1,265,0.0118377557401948
0,10,14,22386,1,-1,24,0.00107209863307424
0,10,14,22386,-2,0,66,0.00294827124095417
0,10,14,22386,-1,0,2070,0.0924685071026534
0,10,14,22386,0,0,22386,1
0,10,14,22386,1,0,2070,0.0924685071026534
0,10,14,22386,2,0,66,0.00294827124095417
0,10,14,22386,-2,1,165,0.00737067810238542
0,10,14,22386,-1,1,3564,0.159206647011525
0,10,14,22386,0,1,19200,0.857678906459394
0,10,14,22386,1,1,3564,0.159206647011525
0,10,14,22386,2,1,165,0.00737067810238542
0,10,14,22386,-2,2,270,0.0120611096220852
0,10,14,22386,-1,2,4614,0.206110962208523
0,10,14,22386,0,2,16890,0.754489413025998
0,10,14,22386,1,2,4614,0.206110962208523
0,10,14,22386,2,2,270,0.0120611096220852
0,10,14,22386,-2,3,360,0.0160814794961136
0,10,14,22386,-1,3,5304,0.236933797909408
0,10,14,22386,0,3,15330,0.684803001876173
0,10,14,22386,1,3,5304,0.236933797909408
0,10,14,22386,2,3,360,0.0160814794961136
0,10,14,22386,-2,4,420,0.0187617260787993
0,10,14,22386,-1,4,5694,0.254355400696864
0,10,14,22386,0,4,14430,0.644599303135889
0,10,14,22386,1,4,5694,0.254355400696864
0,10,14,22386,2,4,420,0.0187617260787993
0,10,14,22386,-2,5,441,0.0196998123827392
0,10,14,22386,-1,5,5820,0.259983918520504
0,10,14,22386,0,5,14136,0.631466094880729
0,10,14,22386,1,5,5820,0.259983918520504
0,10,14,22386,2,5,441,0.0196998123827392
0,10,14,22386,-2,6,420,0.0187617260787993
0,10,14,22386,-1,6,5694,0.254355400696864
0,10,14,22386,0,6,14430,0.644599303135889
0,10,14,22386,1,6,5694,0.254355400696864
0,10,14,22386,2,6,420,0.0187617260787993
0,10,14,22386,-2,7,360,0.0160814794961136
0,10,14,22386,-1,7,5304,0.236933797909408
0,10,14,22386,0,7,15330,0.684803001876173
0,10,14,22386,1,7,5304,0.236933797909408
0,10,14,22386,2,7,360,0.0160814794961136
0,10,14,22386,-2,8,270,0.0120611096220852
0,10,14,22386,-1,8,4614,0.206110962208523
0,10,14,22386,0,8,16890,0.754489413025998
0,10,14,22386,1,8,4614,0.206110962208523
0,10,14,22386,2,8,270,0.0120611096220852
0,10,14,22386,-2,9,165,0.00737067810238542
0,10,14,22386,-1,9,3564,0.159206647011525
0,10,14,22386,0,9,19200,0.857678906459394
0,10,14,22386,1,9,3564,0.159206647011525
0,10,14,22386,2,9,165,0.00737067810238542
0,10,14,22386,-2,10,66,0.00294827124095417
0,10,14,22386,-1,10,2070,0.0924685071026534
0,10,14,22386,0,10,22386,1
0,10,14,22386,1,10,2070,0.0924685071026534
0,10,14,22386,2,10,66,0.00294827124095417
0,10,14,22386,-1,11,24,0.00107209863307424
0,10,14,22386,0,11,265,0.0118377557401948
0,10,14,22386,1,11,24,0.00107209863307424
0,10,14,22386,0,12,1,4.46707763780935E-05
2,-8,14,376376,0,-10,6,1.59415053032074E-05
2,-8,14,376376,1,-10,33,8.76782791676409E-05
2,-8,14,376376,2,-10,66,0.000175356558335282
2,-8,14,376376,-1,-9,40,0.000106276702021383
2,-8,14,376376,0,-9,674,0.0017907624290603
2,-8,14,376376,1,-9,3564,0.00946925415010521
2,-8,14,376376,2,-9,8998,0.0239069441197101
2,-8,14,376376,3,-9,440,0.00116904372223521
2,-8,14,376376,-2,-8,45,0.000119561289774056
2,-8,14,376376,-1,-8,1613,0.00428560800901226
2,-8,14,376376,0,-8,16890,0.0448753374285289
2,-8,14,376376,1,-8,93888,0.24945267498459
2,-8,14,376376,2,-8,376376,1
2,-8,14,376376,3,-8,25135,0.0667816226326865
2,-8,14,376376,4,-8,495,0.00131517418751461
2,-8,14,376376,-2,-7,180,0.000478245159096223
2,-8,14,376376,-1,-7,5304,0.0140922906880354
2,-8,14,376376,0,-7,41202,0.109470316917125
2,-8,14,376376,1,-7,147116,0.390875082364444
2,-8,14,376376,2,-7,284010,0.754591153527324
2,-8,14,376376,3,-7,35640,0.0946925415010521
2,-8,14,376376,4,-7,990,0.00263034837502923
2,-8,14,376376,-2,-6,420,0.00111590537122452
2,-8,14,376376,-1,-6,11045,0.0293456543456543
2,-8,14,376376,0,-6,69340,0.184230662954067
2,-8,14,376376,1,-6,176541,0.469054881288924
2,-8,14,376376,2,-6,218822,0.581392012243076
2,-8,14,376376,3,-6,37014,0.0983431462154866
2,-8,14,376376,4,-6,1260,0.00334771611367356
2,-8,14,376376,-2,-5,735,0.00195283439964291
2,-8,14,376376,-1,-5,18280,0.048568452823772
2,-8,14,376376,0,-5,99616,0.264671498714052
2,-8,14,376376,1,-5,190908,0.507226815737454
2,-8,14,376376,2,-5,170715,0.453575679639509
2,-8,14,376376,3,-5,32928,0.0874869811040024
2,-8,14,376376,4,-5,1260,0.00334771611367356
