XEnd,YEnd,T,WalksToEndCount,XVisit,YVisit,VisitsToXYVisitCount,VisitToXYVisitProbability
2,-2,15,415202970,0,-7,315,7.58665093363855E-07
2,-2,15,415202970,1,-7,720,1.73409164197453E-06
2,-2,15,415202970,2,-7,540,1.30056873148089E-06
2,-2,15,415202970,-1,-6,3675,8.85109275591165E-06
2,-2,15,415202970,0,-6,27045,6.51368173016682E-05
2,-2,15,415202970,1,-6,53560,0.000128997150477994
2,-2,15,415202970,2,-6,44180,0.000106405789920048
2,-2,15,415202970,3,-6,6300,1.51733018672771E-05
2,-2,15,415202970,-2,-5,11025,2.65532782677349E-05
2,-2,15,415202970,-1,-5,165000,0.000397396001285829
2,-2,15,415202970,0,-5,741670,0.00178628298347673
2,-2,15,415202970,1,-5,1355932,0.00326570881706362
2,-2,15,415202970,2,-5,1219203,0.00293640240579204
2,-2,15,415202970,3,-5,290080,0.000698646254866626
2,-2,15,415202970,4,-5,18900,4.55199056018313E-05
2,-2,15,415202970,-3,-4,11025,2.65532782677349E-05
2,-2,15,415202970,-2,-4,290475,0.000699597596809098
2,-2,15,415202970,-1,-4,2442700,0.00588314674145997
2,-2,15,415202970,0,-4,8750666,0.021075634405987
2,-2,15,415202970,1,-4,15421438,0.0371419260319838
2,-2,15,415202970,2,-4,15344184,0.0369558628157212
2,-2,15,415202970,3,-4,4507580,0.0108563288937938
2,-2,15,415202970,4,-4,518700,0.00124926852040582
2,-2,15,415202970,5,-4,18900,4.55199056018313E-05
2,-2,15,415202970,-4,-3,3675,8.85109275591165E-06
2,-2,15,415202970,-3,-3,165000,0.000397396001285829
2,-2,15,415202970,-2,-3,2442700,0.00588314674145997
2,-2,15,415202970,-1,-3,15770668,0.0379830327321599
2,-2,15,415202970,0,-3,50009634,0.120446233802229
2,-2,15,415202970,1,-3,87431996,0.210576518756598
2,-2,15,415202970,2,-3,102278963,0.24633485401128
2,-2,15,415202970,3,-3,31234320,0.0752266295204969
2,-2,15,415202970,4,-3,4507580,0.0108563288937938
2,-2,15,415202970,5,-3,290080,0.000698646254866626
2,-2,15,415202970,6,-3,6300,1.51733018672771E-05
2,-2,15,415202970,-5,-2,315,7.58665093363855E-07
2,-2,15,415202970,-4,-2,27045,6.51368173016682E-05
2,-2,15,415202970,-3,-2,741670,0.00178628298347673
2,-2,15,415202970,-2,-2,8750666,0.021075634405987
2,-2,15,415202970,-1,-2,50009634,0.120446233802229
2,-2,15,415202970,0,-2,147389906,0.354982783480571
2,-2,15,415202970,1,-2,251485788,0.605693615341913
2,-2,15,415202970,2,-2,415202970,1
2,-2,15,415202970,3,-2,102278963,0.24633485401128
2,-2,15,415202970,4,-2,15344184,0.0369558628157212
2,-2,15,415202970,5,-2,1219203,0.00293640240579204
2,-2,15,415202970,6,-2,44180,0.000106405789920048
2,-2,15,415202970,7,-2,540,1.30056873148089E-06
2,-2,15,415202970,-5,-1,720,1.73409164197453E-06
2,-2,15,415202970,-4,-1,53560,0.000128997150477994
2,-2,15,415202970,-3,-1,1355932,0.00326570881706362
2,-2,15,415202970,-2,-1,15421438,0.0371419260319838
2,-2,15,415202970,-1,-1,87431996,0.210576518756598
2,-2,15,415202970,0,-1,251485788,0.605693615341913
2,-2,15,415202970,1,-1,280996196,0.676768270708661
2,-2,15,415202970,2,-1,251485788,0.605693615341913
2,-2,15,415202970,3,-1,87431996,0.210576518756598
2,-2,15,415202970,4,-1,15421438,0.0371419260319838
2,-2,15,415202970,5,-1,1355932,0.00326570881706362
2,-2,15,415202970,6,-1,53560,0.000128997150477994
2,-2,15,415202970,7,-1,720,1.73409164197453E-06
2,-2,15,415202970,-5,0,540,1.30056873148089E-06
2,-2,15,415202970,-4,0,44180,0.000106405789920048
2,-2,15,415202970,-3,0,1219203,0.00293640240579204
2,-2,15,415202970,-2,0,15344184,0.0369558628157212
2,-2,15,415202970,-1,0,102278963,0.24633485401128
2,-2,15,415202970,0,0,415202970,1
2,-2,15,415202970,1,0,251485788,0.605693615341913
2,-2,15,415202970,2,0,147389906,0.354982783480571
2,-2,15,415202970,3,0,50009634,0.120446233802229
2,-2,15,415202970,4,0,8750666,0.021075634405987
2,-2,15,415202970,5,0,741670,0.00178628298347673
2,-2,15,415202970,6,0,27045,6.51368173016682E-05
2,-2,15,415202970,7,0,315,7.58665093363855E-07
